provincia,partido,localidad,tecnologia,link_indec,accesos
Buenos Aires,Berazategui,Juan María Gutierrez,CABLEMODEM,6091010,1814
Buenos Aires,Berazategui,Juan María Gutierrez,DIAL UP,6091010,2
Buenos Aires,Berazategui,Juan María Gutierrez,FIBRA OPTICA,6091010,7280
Buenos Aires,Berazategui,Juan María Gutierrez,Otros,6091010,1
Buenos Aires,Berazategui,Juan María Gutierrez,SATELITAL,6091010,67
Buenos Aires,Berazategui,Juan María Gutierrez,WIRELESS,6091010,90
Buenos Aires,Berazategui,Pereyra,CABLEMODEM,6091010,243
Buenos Aires,Berazategui,Pereyra,DIAL UP,6091010,1
Buenos Aires,Berazategui,Pereyra,FIBRA OPTICA,6091010,575
Buenos Aires,Berazategui,Pereyra,SATELITAL,6091010,10
Buenos Aires,Berazategui,Plátanos,CABLEMODEM,6091010,1625
Buenos Aires,Berazategui,Plátanos,FIBRA OPTICA,6091010,2413
Buenos Aires,Berazategui,Plátanos,SATELITAL,6091010,23
Buenos Aires,Berazategui,Ranelagh,ADSL,6091010,8
Buenos Aires,Berazategui,Ranelagh,CABLEMODEM,6091010,2736
Buenos Aires,Berazategui,Ranelagh,DIAL UP,6091010,12
Buenos Aires,Berazategui,Ranelagh,FIBRA OPTICA,6091010,8797
Buenos Aires,Berazategui,Ranelagh,SATELITAL,6091010,47
Buenos Aires,Berazategui,Villa España,ADSL,6091010,1
Buenos Aires,Berazategui,Villa España,CABLEMODEM,6091010,936
Buenos Aires,Berazategui,Villa España,FIBRA OPTICA,6091010,2419
Buenos Aires,Berazategui,Villa España,Otros,6091010,1
Buenos Aires,Berazategui,Villa España,SATELITAL,6091010,4
Buenos Aires,Berisso,Barrio Banco Provincia,SATELITAL,6098010,10
Buenos Aires,Berisso,Barrio El Carmen (Este),FIBRA OPTICA,6098010,132
Buenos Aires,Berisso,Barrio El Carmen (Este),SATELITAL,6098010,2
Buenos Aires,Berisso,Barrio El Carmen (Este),WIRELESS,6098010,250
Buenos Aires,Berisso,Berisso,ADSL,6098010,1603
Buenos Aires,Berisso,Berisso,CABLEMODEM,6098010,15175
Buenos Aires,Berisso,Berisso,DIAL UP,6098010,17
Buenos Aires,Berisso,Berisso,FIBRA OPTICA,6098010,7867
Buenos Aires,Berisso,Berisso,SATELITAL,6098010,15
Buenos Aires,Berisso,Berisso,WIRELESS,6098010,630
Buenos Aires,Berisso,Los Talas,SATELITAL,6098010,12
Buenos Aires,Berisso,Villa Arguello,FIBRA OPTICA,6098010,132
Buenos Aires,Berisso,Villa Arguello,SATELITAL,6098010,2
Buenos Aires,Berisso,Villa Arguello,WIRELESS,6098010,250
Buenos Aires,Berisso,Villa Dolores,SATELITAL,6098010,3
Buenos Aires,Berisso,Villa Nueva,FIBRA OPTICA,6098010,132
Buenos Aires,Berisso,Villa Nueva,WIRELESS,6098010,250
Buenos Aires,Berisso,Villa Porteña,SATELITAL,6098010,2
Buenos Aires,Berisso,Villa Progreso,FIBRA OPTICA,6098010,132
Buenos Aires,Berisso,Villa Progreso,WIRELESS,6098010,250
Buenos Aires,Berisso,Villa San Carlos,SATELITAL,6098010,12
Buenos Aires,Bolívar,Hale,ADSL,6105010,10
Buenos Aires,Bolívar,Hale,SATELITAL,6105010,26
Buenos Aires,Bolívar,Juan F. Ibarra,FIBRA OPTICA,6105020,1
Buenos Aires,Bolívar,Juan F. Ibarra,SATELITAL,6105020,5
Buenos Aires,Bolívar,Mariano Unzué,SATELITAL,6105060,8
Buenos Aires,Bolívar,OTROS,CABLEMODEM,0,1
Buenos Aires,Bolívar,OTROS,FIBRA OPTICA,0,1
Buenos Aires,Bolívar,Paula,SATELITAL,6105040,7
Buenos Aires,Bolívar,Pirovano,Otros,6105050,50
Buenos Aires,Bolívar,Pirovano,SATELITAL,6105050,10
Buenos Aires,Bolívar,Pirovano,WIRELESS,6105050,64
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),ADSL,6105060,480
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),CABLEMODEM,6105060,4942
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),DIAL UP,6105060,2
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),FIBRA OPTICA,6105060,10
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),SATELITAL,6105060,87
Buenos Aires,Bolívar,San Carlos de Bolívar  (Est. Bolívar),WIRELESS,6105060,255
Buenos Aires,Bolívar,Urdampilleta,DIAL UP,6105070,4
Buenos Aires,Bolívar,Urdampilleta,FIBRA OPTICA,6105070,2
Buenos Aires,Bolívar,Urdampilleta,SATELITAL,6105070,14
Buenos Aires,Bolívar,Urdampilleta,WIRELESS,6105070,77
Buenos Aires,Bolívar,Villa Lynch Pueyrredón,SATELITAL,6105080,10
Buenos Aires,Bragado,Asamblea,SATELITAL,6112005,3
Buenos Aires,Bragado,Bragado,ADSL,6112010,292
Buenos Aires,Bragado,Bragado,CABLEMODEM,6112010,2511
Buenos Aires,Bragado,Bragado,DIAL UP,6112010,9
Buenos Aires,Bragado,Bragado,FIBRA OPTICA,6112010,284
Buenos Aires,Bragado,Bragado,SATELITAL,6112010,51
Buenos Aires,Bragado,Bragado,WIRELESS,6112010,211
Buenos Aires,Bragado,Comodoro Py,FIBRA OPTICA,6112020,220
Buenos Aires,Bragado,Comodoro Py,SATELITAL,6112020,1
Buenos Aires,Bragado,Comodoro Py,WIRELESS,6112020,2
Buenos Aires,Bragado,General O'Brien,ADSL,6112030,321
Buenos Aires,Bragado,General O'Brien,FIBRA OPTICA,6112030,84
Buenos Aires,Bragado,General O'Brien,SATELITAL,6112030,16
Buenos Aires,Bragado,General O'Brien,WIRELESS,6112030,34
Buenos Aires,Bragado,Irala,SATELITAL,6112040,6
Buenos Aires,Bragado,Irala,WIRELESS,6112040,19
Buenos Aires,Bragado,La Limpia,SATELITAL,6112050,7
Buenos Aires,Bragado,Máximo Fernández  (Est. Juan F. Salaberry),SATELITAL,6112060,3
Buenos Aires,Bragado,Mechita (Est. Mecha),ADSL,6112070,10
Buenos Aires,Bragado,Mechita (Est. Mecha),CABLEMODEM,6112070,8
Buenos Aires,Bragado,Mechita (Est. Mecha),SATELITAL,6112070,3
Buenos Aires,Bragado,Mechita (Est. Mecha),WIRELESS,6112070,5
Buenos Aires,Bragado,Olascoaga,SATELITAL,6112080,3
Buenos Aires,Bragado,Olascoaga,WIRELESS,6112080,40
Buenos Aires,Bragado,Warnes,ADSL,6112090,135
Buenos Aires,Bragado,Warnes,Otros,6112090,9
Buenos Aires,Bragado,Warnes,SATELITAL,6112090,15
Buenos Aires,Bragado,Warnes,WIRELESS,6112090,7
Buenos Aires,Brandsen,Altamirano,SATELITAL,6119010,5
Buenos Aires,Brandsen,Barrio El Mirador,SATELITAL,6119015,39
Buenos Aires,Brandsen,Barrio Las Golondrinas,SATELITAL,6119020,25
Buenos Aires,Brandsen,Barrio Los Bosquecitos,SATELITAL,6119030,14
Buenos Aires,Brandsen,Barrio Parque Las Acacias,SATELITAL,6119040,14
Buenos Aires,Brandsen,Campos de Roca,SATELITAL,6119045,37
Buenos Aires,Brandsen,Club de Campo Las Malvinas,SATELITAL,6119055,7
Buenos Aires,Brandsen,Coronel Brandsen,ADSL,6119050,40
Buenos Aires,Brandsen,Coronel Brandsen,CABLEMODEM,6119050,421
Buenos Aires,Brandsen,Coronel Brandsen,FIBRA OPTICA,6119050,4792
Buenos Aires,Brandsen,Coronel Brandsen,SATELITAL,6119050,119
Buenos Aires,Brandsen,Coronel Brandsen,WIRELESS,6119050,1208
Buenos Aires,Brandsen,Gómez,SATELITAL,6119060,11
Buenos Aires,Brandsen,Jeppener,ADSL,6119070,815
Buenos Aires,Brandsen,Jeppener,FIBRA OPTICA,6119070,2
Buenos Aires,Brandsen,Jeppener,SATELITAL,6119070,9
Buenos Aires,Brandsen,Oliden,SATELITAL,6119080,8
Buenos Aires,Brandsen,Posada de los Lagos,SATELITAL,6119085,119
Buenos Aires,Brandsen,Samborombón,SATELITAL,6119090,15
Buenos Aires,Campana,Alto Los Cardales,FIBRA OPTICA,6126010,319
Buenos Aires,Campana,Alto Los Cardales,SATELITAL,6126010,45
Buenos Aires,Campana,Alto Los Cardales,WIRELESS,6126010,41
Buenos Aires,Campana,Barrio Los Pioneros,SATELITAL,6126020,64
Buenos Aires,Campana,Barrio Los Pioneros,WIRELESS,6126020,60
Buenos Aires,Campana,Campana,ADSL,6126030,436
Buenos Aires,Campana,Campana,CABLEMODEM,6126030,18889
Buenos Aires,Campana,Campana,DIAL UP,6126030,1
Buenos Aires,Campana,Campana,FIBRA OPTICA,6126030,13885
Buenos Aires,Campana,Campana,Otros,6126030,90
Buenos Aires,Campana,Campana,SATELITAL,6126030,140
Buenos Aires,Campana,Campana,WIRELESS,6126030,1220
Buenos Aires,Campana,Chacras del Río Luján,SATELITAL,6126035,61
Buenos Aires,Campana,Chacras Del Río Luján,WIRELESS,6126035,35
Buenos Aires,Campana,Lomas del Río Luján (Est. Río Luján),CABLEMODEM,6126040,57
Buenos Aires,Campana,Lomas del Río Luján (Est. Río Luján),SATELITAL,6126040,112
Buenos Aires,Cañuelas,Alejandro Petión,CABLEMODEM,6134010,925
Buenos Aires,Cañuelas,Alejandro Petión,DIAL UP,6134010,5
Buenos Aires,Cañuelas,Alejandro Petión,FIBRA OPTICA,6134010,626
Buenos Aires,Cañuelas,Alejandro Petión,SATELITAL,6134010,73
Buenos Aires,Cañuelas,Alejandro Petión,WIRELESS,6134010,10
Buenos Aires,Cañuelas,Barrio Belgrano-Máximo Paz,SATELITAL,6134030,23
Buenos Aires,Cañuelas,Barrio Belgrano-Máximo Paz,WIRELESS,6134030,20
Buenos Aires,Cañuelas,Barrio El Taladro,FIBRA OPTICA,6134020,235
Buenos Aires,Cañuelas,Barrio El Taladro,SATELITAL,6134020,2
Buenos Aires,Cañuelas,Cañuelas,ADSL,6134030,19
Buenos Aires,Cañuelas,Cañuelas,CABLEMODEM,6134030,4483
Buenos Aires,Cañuelas,Cañuelas,DIAL UP,6134030,28
Buenos Aires,Cañuelas,Cañuelas,FIBRA OPTICA,6134030,6976
Buenos Aires,Cañuelas,Cañuelas,SATELITAL,6134030,105
Buenos Aires,Cañuelas,Cañuelas,WIRELESS,6134030,509
Buenos Aires,Cañuelas,Gobernador Udaondo,FIBRA OPTICA,6134040,1
Buenos Aires,Cañuelas,Gobernador Udaondo,SATELITAL,6134040,18
Buenos Aires,Cañuelas,Gobernador Udaondo,WIRELESS,6134040,40
Buenos Aires,Cañuelas,Máximo Paz,CABLEMODEM,6134050,1806
Buenos Aires,Cañuelas,Máximo Paz,FIBRA OPTICA,6134050,1861
Buenos Aires,Cañuelas,Máximo Paz,WIRELESS,6134050,160
Buenos Aires,Cañuelas,Santa Rosa,FIBRA OPTICA,6134060,3055
Buenos Aires,Cañuelas,Santa Rosa,SATELITAL,6134060,35
Buenos Aires,Cañuelas,Santa Rosa,WIRELESS,6134060,150
Buenos Aires,Cañuelas,Uribelarrea,ADSL,6134070,53
Buenos Aires,Cañuelas,Uribelarrea,FIBRA OPTICA,6134070,819
Buenos Aires,Cañuelas,Uribelarrea,SATELITAL,6134070,35
Buenos Aires,Cañuelas,Uribelarrea,WIRELESS,6134070,114
Buenos Aires,Cañuelas,Vicente Casares,ADSL,6134080,89
Buenos Aires,Cañuelas,Vicente Casares,DIAL UP,6134080,2
Buenos Aires,Cañuelas,Vicente Casares,FIBRA OPTICA,6134080,304
Buenos Aires,Cañuelas,Vicente Casares,SATELITAL,6134080,30
Buenos Aires,Cañuelas,Vicente Casares,WIRELESS,6134080,5
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,ADSL,6140010,78
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,CABLEMODEM,6140010,3847
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,FIBRA OPTICA,6140010,138
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,SATELITAL,6140010,43
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,WIRELESS,6140010,530
Buenos Aires,Capitán Sarmiento,La Luisa,SATELITAL,6140020,14
Buenos Aires,Capitán Sarmiento,La Luisa,WIRELESS,6140020,44
Buenos Aires,Carlos Casares,Bellocq,DIAL UP,6147010,1
Buenos Aires,Carlos Casares,Bellocq,SATELITAL,6147010,11
Buenos Aires,Carlos Casares,Cadret,Otros,6147020,1
Buenos Aires,Carlos Casares,Cadret,SATELITAL,6147020,6
Buenos Aires,Carlos Casares,Cadret,WIRELESS,6147020,48
Buenos Aires,Carlos Casares,Carlos Casares,ADSL,6147030,737
Buenos Aires,Carlos Casares,Carlos Casares,CABLEMODEM,6147030,12
Buenos Aires,Carlos Casares,Carlos Casares,DIAL UP,6147030,6
Buenos Aires,Carlos Casares,Carlos Casares,FIBRA OPTICA,6147030,2124
Buenos Aires,Carlos Casares,Carlos Casares,SATELITAL,6147030,52
Buenos Aires,Carlos Casares,Carlos Casares,WIRELESS,6147030,2461
Buenos Aires,Carlos Casares,Colonia Mauricio,SATELITAL,6147040,4
Buenos Aires,Carlos Casares,Hortensia,SATELITAL,6147050,5
Buenos Aires,Carlos Casares,La Sofía,SATELITAL,6147060,3
Buenos Aires,Carlos Casares,La Sofía,WIRELESS,6147060,1
Buenos Aires,Carlos Casares,Mauricio Hirsch,SATELITAL,6147070,1
Buenos Aires,Carlos Casares,Mauricio Hirsch,WIRELESS,6147070,47
Buenos Aires,Carlos Casares,Moctezuma,SATELITAL,6147080,8
Buenos Aires,Carlos Casares,Moctezuma,WIRELESS,6147080,161
Buenos Aires,Carlos Casares,Ordoqui,SATELITAL,6147090,9
Buenos Aires,Carlos Casares,Santo Tomás,WIRELESS,6147095,44
Buenos Aires,Carlos Casares,Smith,SATELITAL,6147100,4
Buenos Aires,Carlos Casares,Smith,WIRELESS,6147100,190
Buenos Aires,Carlos Tejedor,Carlos Tejedor,ADSL,6154010,11
Buenos Aires,Carlos Tejedor,Carlos Tejedor,CABLEMODEM,6154010,1270
Buenos Aires,Carlos Tejedor,Carlos Tejedor,DIAL UP,6154010,1
Buenos Aires,Carlos Tejedor,Carlos Tejedor,FIBRA OPTICA,6154010,70
Buenos Aires,Carlos Tejedor,Carlos Tejedor,SATELITAL,6154010,15
Buenos Aires,Carlos Tejedor,Carlos Tejedor,WIRELESS,6154010,493
Buenos Aires,Carlos Tejedor,Colonia Seré,FIBRA OPTICA,6154020,99
Buenos Aires,Carlos Tejedor,Colonia Seré,SATELITAL,6154020,6
Buenos Aires,Carlos Tejedor,Colonia Seré,WIRELESS,6154020,77
Buenos Aires,Carlos Tejedor,Curarú,SATELITAL,6154030,5
Buenos Aires,Carlos Tejedor,Curarú,WIRELESS,6154030,16
Buenos Aires,Carlos Tejedor,Timote,SATELITAL,6154040,10
Buenos Aires,Carlos Tejedor,Timote,WIRELESS,6154040,61
Buenos Aires,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),SATELITAL,6154050,22
Buenos Aires,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),WIRELESS,6154050,198
Buenos Aires,Carmen de Areco,Carmen de Areco,ADSL,6161010,207
Buenos Aires,Carmen de Areco,Carmen de Areco,CABLEMODEM,6161010,1621
Buenos Aires,Carmen de Areco,Carmen de Areco,DIAL UP,6161010,5
Buenos Aires,Carmen de Areco,Carmen de Areco,FIBRA OPTICA,6161010,8
Buenos Aires,Carmen de Areco,Carmen de Areco,SATELITAL,6161010,83
Buenos Aires,Carmen de Areco,Carmen de Areco,WIRELESS,6161010,1045
Buenos Aires,Carmen de Areco,Pueblo Gouin,SATELITAL,6161020,5
Buenos Aires,Carmen de Areco,Pueblo Gouin,WIRELESS,6161020,31
Buenos Aires,Carmen de Areco,Tres Sargentos,SATELITAL,6161030,17
Buenos Aires,Carmen de Areco,Tres Sargentos,WIRELESS,6161030,107
Buenos Aires,Castelli,Castelli,ADSL,6168010,30
Buenos Aires,Castelli,Castelli,CABLEMODEM,6168010,1109
Buenos Aires,Castelli,Castelli,FIBRA OPTICA,6168010,1121
Buenos Aires,Castelli,Castelli,SATELITAL,6168010,32
Buenos Aires,Castelli,Castelli,WIRELESS,6168010,28
Buenos Aires,Castelli,Centro Guerrero,FIBRA OPTICA,6168020,46
Buenos Aires,Castelli,Centro Guerrero,SATELITAL,6168020,18
Buenos Aires,Castelli,Centro Guerrero,WIRELESS,6168020,3
Buenos Aires,Castelli,Cerro De La Gloria,FIBRA OPTICA,6168030,7
Buenos Aires,Castelli,Cerro de la Gloria,SATELITAL,6168030,13
Buenos Aires,Chacabuco,Castilla,SATELITAL,6210010,8
Buenos Aires,Chacabuco,Castilla,WIRELESS,6210010,274
Buenos Aires,Chacabuco,Chacabuco,ADSL,6210020,783
Buenos Aires,Chacabuco,Chacabuco,CABLEMODEM,6210020,9807
Buenos Aires,Chacabuco,Chacabuco,DIAL UP,6210020,14
Buenos Aires,Chacabuco,Chacabuco,FIBRA OPTICA,6210020,2963
Buenos Aires,Chacabuco,Chacabuco,SATELITAL,6210020,69
Buenos Aires,Chacabuco,Chacabuco,WIRELESS,6210020,130
Buenos Aires,Chacabuco,Los Angeles,SATELITAL,6210030,10
Buenos Aires,Chacabuco,O'Higgins,ADSL,6210040,260
Buenos Aires,Chacabuco,O'Higgins,FIBRA OPTICA,6210040,221
Buenos Aires,Chacabuco,O'Higgins,SATELITAL,6210040,17
Buenos Aires,Chacabuco,O'Higgins,WIRELESS,6210040,12
Buenos Aires,Chacabuco,Rawson,ADSL,6210050,50
Buenos Aires,Chacabuco,Rawson,FIBRA OPTICA,6210050,456
Buenos Aires,Chacabuco,Rawson,Otros,6210050,17
Buenos Aires,Chacabuco,Rawson,SATELITAL,6210050,30
Buenos Aires,Chacabuco,Rawson,WIRELESS,6210050,125
Buenos Aires,Chascomús,Barrio Lomas Altas,SATELITAL,6217003,39
Buenos Aires,Chascomús,Barrio San Cayetano,FIBRA OPTICA,6217020,132
Buenos Aires,Chascomús,Barrio San Cayetano,SATELITAL,6217020,60
Buenos Aires,Chascomús,Chascomús,ADSL,6217010,1076
Buenos Aires,Chascomús,Chascomús,CABLEMODEM,6217010,8022
Buenos Aires,Chascomús,Chascomús,DIAL UP,6217010,72
Buenos Aires,Chascomús,Chascomús,FIBRA OPTICA,6217010,1168
Buenos Aires,Chascomús,Chascomús,SATELITAL,6217010,112
Buenos Aires,Chascomús,Laguna Vitel,SATELITAL,6217015,22
Buenos Aires,Chascomús,Manuel J. Cobo  (Est. Lezama),ADSL,6217020,70
Buenos Aires,Chascomús,Manuel J. Cobo  (Est. Lezama),CABLEMODEM,6217020,1974
Buenos Aires,Chascomús,Manuel J. Cobo  (Est. Lezama),FIBRA OPTICA,6217020,18
Buenos Aires,Chascomús,Manuel J. Cobo  (Est. Lezama),SATELITAL,6217020,161
Buenos Aires,Chascomús,Manuel J. Cobo  (Est. Lezama),WIMAX,6217020,444
Buenos Aires,Chascomús,Villa Parque Girado,SATELITAL,6217030,25
Buenos Aires,Chivilcoy,Benitez,SATELITAL,6224005,8
Buenos Aires,Chivilcoy,Benitez,WIRELESS,6224005,19
Buenos Aires,Chivilcoy,Chivilcoy,ADSL,6224010,1132
Buenos Aires,Chivilcoy,Chivilcoy,CABLEMODEM,6224010,9112
Buenos Aires,Chivilcoy,Chivilcoy,DIAL UP,6224010,107
Buenos Aires,Chivilcoy,Chivilcoy,FIBRA OPTICA,6224010,4531
Buenos Aires,Chivilcoy,Chivilcoy,SATELITAL,6224010,207
Buenos Aires,Chivilcoy,Chivilcoy,WIRELESS,6224010,5530
Buenos Aires,Chivilcoy,Emilio Ayarza,SATELITAL,6224020,4
Buenos Aires,Chivilcoy,Emilio Ayarza,WIRELESS,6224020,5
Buenos Aires,Chivilcoy,Gorostiaga,ADSL,6224030,55
Buenos Aires,Chivilcoy,Gorostiaga,SATELITAL,6224030,13
Buenos Aires,Chivilcoy,Gorostiaga,WIRELESS,6224030,2
Buenos Aires,Chivilcoy,La Rica,ADSL,6224040,48
Buenos Aires,Chivilcoy,La Rica,SATELITAL,6224040,4
Buenos Aires,Chivilcoy,La Rica,WIRELESS,6224040,97
Buenos Aires,Chivilcoy,Moquehuá,CABLEMODEM,6224050,338
Buenos Aires,Chivilcoy,Moquehuá,FIBRA OPTICA,6224050,576
Buenos Aires,Chivilcoy,Moquehuá,SATELITAL,6224050,10
Buenos Aires,Chivilcoy,Moquehuá,WIRELESS,6224050,30
Buenos Aires,Chivilcoy,Ramón Biaus,ADSL,6224060,3
Buenos Aires,Chivilcoy,Ramón Biaus,SATELITAL,6224060,3
Buenos Aires,Chivilcoy,Ramón Biaus,WIRELESS,6224060,77
Buenos Aires,Chivilcoy,San Sebastián,ADSL,6224070,3
Buenos Aires,Chivilcoy,San Sebastián,WIRELESS,6224070,49
Buenos Aires,Colón,Colón,ADSL,6175010,3796
Buenos Aires,Colón,Colón,CABLEMODEM,6175010,1844
Buenos Aires,Colón,Colón,FIBRA OPTICA,6175010,5700
Buenos Aires,Colón,Colón,SATELITAL,6175010,57
Buenos Aires,Colón,Colón,WIRELESS,6175010,20
Buenos Aires,Colón,El Arbolito,SATELITAL,6175010,7
Buenos Aires,Colón,Pearson,SATELITAL,6175030,8
Buenos Aires,Colón,Sarasa,SATELITAL,6175040,4
Buenos Aires,Colón,Sarasa,WIRELESS,6175040,15
Buenos Aires,Coronel de Marina L. Rosales,Bajo Hondo,FIBRA OPTICA,6182010,25
Buenos Aires,Coronel de Marina L. Rosales,Bajo Hondo,SATELITAL,6182010,14
Buenos Aires,Coronel de Marina L. Rosales,Bajo Hondo,WIRELESS,6182010,49
Buenos Aires,Coronel de Marina L. Rosales,Balneario Pehuen Co,SATELITAL,6182020,26
Buenos Aires,Coronel de Marina L. Rosales,Pago Chico,SATELITAL,6182025,13
Buenos Aires,Coronel de Marina L. Rosales,Pago Chico,WIRELESS,6182025,28
Buenos Aires,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),ADSL,6182030,397
Buenos Aires,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),CABLEMODEM,6182030,21591
Buenos Aires,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),DIAL UP,6182030,45
Buenos Aires,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),FIBRA OPTICA,6182030,10
Buenos Aires,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),SATELITAL,6182030,98
Buenos Aires,Coronel de Marina L. Rosales,Villa del Mar,FIBRA OPTICA,6182030,101
Buenos Aires,Coronel de Marina L. Rosales,Villa del Mar,SATELITAL,6182030,7
Buenos Aires,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),FIBRA OPTICA,6182050,165
Buenos Aires,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),SATELITAL,6182050,3
Buenos Aires,Coronel Dorrego,Aparicio,SATELITAL,6189010,8
Buenos Aires,Coronel Dorrego,Balneario Marisol,SATELITAL,6189020,16
Buenos Aires,Coronel Dorrego,Coronel Dorrego,ADSL,6189030,156
Buenos Aires,Coronel Dorrego,Coronel Dorrego,CABLEMODEM,6189030,1506
Buenos Aires,Coronel Dorrego,Coronel Dorrego,DIAL UP,6189030,2
Buenos Aires,Coronel Dorrego,Coronel Dorrego,FIBRA OPTICA,6189030,10
Buenos Aires,Coronel Dorrego,Coronel Dorrego,SATELITAL,6189030,53
Buenos Aires,Coronel Dorrego,Coronel Dorrego,WIRELESS,6189030,32
Buenos Aires,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),FIBRA OPTICA,6189040,32
Buenos Aires,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),SATELITAL,6189040,25
Buenos Aires,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),WIRELESS,6189040,5
Buenos Aires,Coronel Dorrego,Faro,SATELITAL,6189050,10
Buenos Aires,Coronel Dorrego,Irene,SATELITAL,6189060,11
Buenos Aires,Coronel Dorrego,Oriente,FIBRA OPTICA,6189070,922
Buenos Aires,Coronel Dorrego,Oriente,SATELITAL,6189070,6
Buenos Aires,Coronel Dorrego,Oriente,WIRELESS,6189070,48
Buenos Aires,Coronel Dorrego,Paraje La Ruta,SATELITAL,6189075,2
Buenos Aires,Coronel Dorrego,San Román,SATELITAL,6189080,11
Buenos Aires,Coronel Pringles,Coronel Pringles  (Est. Pringles),ADSL,6196010,278
Buenos Aires,Coronel Pringles,Coronel Pringles  (Est. Pringles),CABLEMODEM,6196010,2056
Buenos Aires,Coronel Pringles,Coronel Pringles  (Est. Pringles),DIAL UP,6196010,3
Buenos Aires,Coronel Pringles,Coronel Pringles  (Est. Pringles),FIBRA OPTICA,6196010,766
Buenos Aires,Coronel Pringles,Coronel Pringles  (Est. Pringles),SATELITAL,6196010,50
Buenos Aires,Coronel Pringles,Coronel Pringles  (Est. Pringles),WIRELESS,6196010,366
Buenos Aires,Coronel Pringles,El Divisorio,SATELITAL,6196020,9
Buenos Aires,Coronel Pringles,El Pensamiento,SATELITAL,6196030,15
Buenos Aires,Coronel Pringles,Indio Rico,DIAL UP,6196040,1
Buenos Aires,Coronel Pringles,Indio Rico,FIBRA OPTICA,6196040,24
Buenos Aires,Coronel Pringles,Indio Rico,SATELITAL,6196040,7
Buenos Aires,Coronel Pringles,Indio Rico,WIRELESS,6196040,3
Buenos Aires,Coronel Pringles,Lartigau,SATELITAL,6196050,8
Buenos Aires,Coronel Suárez,Cascadas,SATELITAL,6203010,3
Buenos Aires,Coronel Suárez,Coronel Suárez,ADSL,6203020,502
Buenos Aires,Coronel Suárez,Coronel Suárez,CABLEMODEM,6203020,3309
Buenos Aires,Coronel Suárez,Coronel Suárez,DIAL UP,6203020,79
Buenos Aires,Coronel Suárez,Coronel Suárez,FIBRA OPTICA,6203020,1688
Buenos Aires,Coronel Suárez,Coronel Suárez,SATELITAL,6203020,134
Buenos Aires,Coronel Suárez,Coronel Suárez,WIRELESS,6203020,785
Buenos Aires,Coronel Suárez,Cura Malal,SATELITAL,6203030,7
Buenos Aires,Coronel Suárez,D'Orbigny,SATELITAL,6203040,31
Buenos Aires,Coronel Suárez,Huanguelén,DIAL UP,6203050,1
Buenos Aires,Coronel Suárez,Huanguelén,FIBRA OPTICA,6203050,1743
Buenos Aires,Coronel Suárez,Huanguelén,SATELITAL,6203050,23
Buenos Aires,Coronel Suárez,Huanguelén,WIRELESS,6203050,518
Buenos Aires,Coronel Suárez,Pasman,SATELITAL,6203060,7
Buenos Aires,Coronel Suárez,Pasman,WIRELESS,6203060,84
Buenos Aires,Coronel Suárez,San José,CABLEMODEM,6203070,70
Buenos Aires,Coronel Suárez,San José,FIBRA OPTICA,6203070,795
Buenos Aires,Coronel Suárez,San José,SATELITAL,6203070,7
Buenos Aires,Coronel Suárez,Santa María,CABLEMODEM,6203080,38
Buenos Aires,Coronel Suárez,Santa María,FIBRA OPTICA,6203080,515
Buenos Aires,Coronel Suárez,Santa María,SATELITAL,6203080,18
Buenos Aires,Coronel Suárez,Santa Trinidad,CABLEMODEM,6203090,82
Buenos Aires,Coronel Suárez,Santa Trinidad,FIBRA OPTICA,6203090,648
Buenos Aires,Coronel Suárez,Santa Trinidad,SATELITAL,6203090,15
Buenos Aires,Coronel Suárez,Villa La Arcadia,CABLEMODEM,6203100,104
Buenos Aires,Coronel Suárez,Villa La Arcadia,FIBRA OPTICA,6203100,127
Buenos Aires,Coronel Suárez,Villa La Arcadia,SATELITAL,6203100,15
Buenos Aires,Daireaux,Andant,SATELITAL,6231010,24
Buenos Aires,Daireaux,Arboledas,SATELITAL,6231020,6
